,date,year,month,region,country,no_of_visitor_arrivals,decade,season
7475,2000-09-01,2000,9,Asia,Malaysia,50267,00s,Southwest Monsoon (Jun-Sept)
7476,2000-09-01,2000,9,Asia,Philippines,13683,00s,Southwest Monsoon (Jun-Sept)
7477,2000-09-01,2000,9,Asia,Thailand,19266,00s,Southwest Monsoon (Jun-Sept)
7478,2000-09-01,2000,9,Asia,Vietnam,2584,00s,Southwest Monsoon (Jun-Sept)
7479,2000-09-01,2000,9,Asia,Myanmar,1655,00s,Southwest Monsoon (Jun-Sept)
7480,2000-09-01,2000,9,Asia,Japan,89417,00s,Southwest Monsoon (Jun-Sept)
7481,2000-09-01,2000,9,Asia,Hong Kong,20566,00s,Southwest Monsoon (Jun-Sept)
7482,2000-09-01,2000,9,Asia,"China, People's Republic Of",31239,00s,Southwest Monsoon (Jun-Sept)
7483,2000-09-01,2000,9,Asia,Taiwan,19824,00s,Southwest Monsoon (Jun-Sept)
7484,2000-09-01,2000,9,Asia,"Korea, Republic Of",23207,00s,Southwest Monsoon (Jun-Sept)
7485,2000-09-01,2000,9,Asia,India,28881,00s,Southwest Monsoon (Jun-Sept)
7486,2000-09-01,2000,9,Asia,Pakistan,3570,00s,Southwest Monsoon (Jun-Sept)
7487,2000-09-01,2000,9,Asia,"Sri Lanka, Republic Of",4970,00s,Southwest Monsoon (Jun-Sept)
7488,2000-09-01,2000,9,Asia,Saudi Arabia,1262,00s,Southwest Monsoon (Jun-Sept)
7489,2000-09-01,2000,9,Asia,Kuwait,460,00s,Southwest Monsoon (Jun-Sept)
7490,2000-09-01,2000,9,Asia,United Arab Emirates,1434,00s,Southwest Monsoon (Jun-Sept)
7491,2000-09-01,2000,9,Europe,United Kingdom,34229,00s,Southwest Monsoon (Jun-Sept)
7492,2000-09-01,2000,9,Europe,Germany,12813,00s,Southwest Monsoon (Jun-Sept)
7493,2000-09-01,2000,9,Europe,France,5064,00s,Southwest Monsoon (Jun-Sept)
7494,2000-09-01,2000,9,Europe,Italy,3329,00s,Southwest Monsoon (Jun-Sept)
7495,2000-09-01,2000,9,Europe,Netherlands,6372,00s,Southwest Monsoon (Jun-Sept)
7496,2000-09-01,2000,9,Europe,Greece,1215,00s,Southwest Monsoon (Jun-Sept)
7497,2000-09-01,2000,9,Europe,Belgium-luxembourg,1951,00s,Southwest Monsoon (Jun-Sept)
7498,2000-09-01,2000,9,Europe,Switzerland,3367,00s,Southwest Monsoon (Jun-Sept)
7499,2000-09-01,2000,9,Europe,Austria,978,00s,Southwest Monsoon (Jun-Sept)
7500,2000-09-01,2000,9,Europe,Scandinavia,5787,00s,Southwest Monsoon (Jun-Sept)
7501,2000-09-01,2000,9,Europe,CIS & Eastern Europe,3153,00s,Southwest Monsoon (Jun-Sept)
7502,2000-09-01,2000,9,Americas,USA,28323,00s,Southwest Monsoon (Jun-Sept)
7503,2000-09-01,2000,9,Americas,Canada,4250,00s,Southwest Monsoon (Jun-Sept)
7504,2000-09-01,2000,9,Oceania,Australia,49341,00s,Southwest Monsoon (Jun-Sept)
7505,2000-09-01,2000,9,Oceania,New Zealand,12237,00s,Southwest Monsoon (Jun-Sept)
7507,2000-10-01,2000,10,Asia,Brunei,3958,00s,Inter-monsoon (Oct - Nov)
7508,2000-10-01,2000,10,Asia,Indonesia,105711,00s,Inter-monsoon (Oct - Nov)
7509,2000-10-01,2000,10,Asia,Malaysia,45592,00s,Inter-monsoon (Oct - Nov)
7510,2000-10-01,2000,10,Asia,Philippines,15216,00s,Inter-monsoon (Oct - Nov)
7511,2000-10-01,2000,10,Asia,Thailand,22009,00s,Inter-monsoon (Oct - Nov)
7512,2000-10-01,2000,10,Asia,Vietnam,2541,00s,Inter-monsoon (Oct - Nov)
7513,2000-10-01,2000,10,Asia,Myanmar,1704,00s,Inter-monsoon (Oct - Nov)
7514,2000-10-01,2000,10,Asia,Japan,73383,00s,Inter-monsoon (Oct - Nov)
7515,2000-10-01,2000,10,Asia,Hong Kong,21512,00s,Inter-monsoon (Oct - Nov)
7516,2000-10-01,2000,10,Asia,"China, People's Republic Of",35195,00s,Inter-monsoon (Oct - Nov)
7517,2000-10-01,2000,10,Asia,Taiwan,17685,00s,Inter-monsoon (Oct - Nov)
7518,2000-10-01,2000,10,Asia,"Korea, Republic Of",28185,00s,Inter-monsoon (Oct - Nov)
7519,2000-10-01,2000,10,Asia,India,29385,00s,Inter-monsoon (Oct - Nov)
7520,2000-10-01,2000,10,Asia,Pakistan,3785,00s,Inter-monsoon (Oct - Nov)
7521,2000-10-01,2000,10,Asia,"Sri Lanka, Republic Of",4847,00s,Inter-monsoon (Oct - Nov)
7522,2000-10-01,2000,10,Asia,Saudi Arabia,1072,00s,Inter-monsoon (Oct - Nov)
7523,2000-10-01,2000,10,Asia,Kuwait,290,00s,Inter-monsoon (Oct - Nov)
7524,2000-10-01,2000,10,Asia,United Arab Emirates,1168,00s,Inter-monsoon (Oct - Nov)
7525,2000-10-01,2000,10,Europe,United Kingdom,40203,00s,Inter-monsoon (Oct - Nov)
7526,2000-10-01,2000,10,Europe,Germany,15791,00s,Inter-monsoon (Oct - Nov)
7527,2000-10-01,2000,10,Europe,France,5840,00s,Inter-monsoon (Oct - Nov)
7528,2000-10-01,2000,10,Europe,Italy,3254,00s,Inter-monsoon (Oct - Nov)
7529,2000-10-01,2000,10,Europe,Netherlands,7781,00s,Inter-monsoon (Oct - Nov)
7530,2000-10-01,2000,10,Europe,Greece,1305,00s,Inter-monsoon (Oct - Nov)
7531,2000-10-01,2000,10,Europe,Belgium-luxembourg,2425,00s,Inter-monsoon (Oct - Nov)
7532,2000-10-01,2000,10,Europe,Switzerland,4612,00s,Inter-monsoon (Oct - Nov)
7533,2000-10-01,2000,10,Europe,Austria,1223,00s,Inter-monsoon (Oct - Nov)
7534,2000-10-01,2000,10,Europe,Scandinavia,8353,00s,Inter-monsoon (Oct - Nov)
7535,2000-10-01,2000,10,Europe,CIS & Eastern Europe,3916,00s,Inter-monsoon (Oct - Nov)
7536,2000-10-01,2000,10,Americas,USA,32670,00s,Inter-monsoon (Oct - Nov)
7537,2000-10-01,2000,10,Americas,Canada,5851,00s,Inter-monsoon (Oct - Nov)
7538,2000-10-01,2000,10,Oceania,Australia,48281,00s,Inter-monsoon (Oct - Nov)
7539,2000-10-01,2000,10,Oceania,New Zealand,8837,00s,Inter-monsoon (Oct - Nov)
7541,2000-11-01,2000,11,Asia,Brunei,4477,00s,Inter-monsoon (Oct - Nov)
7542,2000-11-01,2000,11,Asia,Indonesia,94642,00s,Inter-monsoon (Oct - Nov)
7543,2000-11-01,2000,11,Asia,Malaysia,50641,00s,Inter-monsoon (Oct - Nov)
7544,2000-11-01,2000,11,Asia,Philippines,14967,00s,Inter-monsoon (Oct - Nov)
7545,2000-11-01,2000,11,Asia,Thailand,17934,00s,Inter-monsoon (Oct - Nov)
7546,2000-11-01,2000,11,Asia,Vietnam,2563,00s,Inter-monsoon (Oct - Nov)
7547,2000-11-01,2000,11,Asia,Myanmar,1906,00s,Inter-monsoon (Oct - Nov)
7548,2000-11-01,2000,11,Asia,Japan,80889,00s,Inter-monsoon (Oct - Nov)
7549,2000-11-01,2000,11,Asia,Hong Kong,21326,00s,Inter-monsoon (Oct - Nov)
7550,2000-11-01,2000,11,Asia,"China, People's Republic Of",32999,00s,Inter-monsoon (Oct - Nov)
7551,2000-11-01,2000,11,Asia,Taiwan,17034,00s,Inter-monsoon (Oct - Nov)
7552,2000-11-01,2000,11,Asia,"Korea, Republic Of",31169,00s,Inter-monsoon (Oct - Nov)
7553,2000-11-01,2000,11,Asia,India,27058,00s,Inter-monsoon (Oct - Nov)
7554,2000-11-01,2000,11,Asia,Pakistan,3895,00s,Inter-monsoon (Oct - Nov)
7555,2000-11-01,2000,11,Asia,"Sri Lanka, Republic Of",5336,00s,Inter-monsoon (Oct - Nov)
7556,2000-11-01,2000,11,Asia,Saudi Arabia,756,00s,Inter-monsoon (Oct - Nov)
7557,2000-11-01,2000,11,Asia,Kuwait,216,00s,Inter-monsoon (Oct - Nov)
7558,2000-11-01,2000,11,Asia,United Arab Emirates,1097,00s,Inter-monsoon (Oct - Nov)
7559,2000-11-01,2000,11,Europe,United Kingdom,42316,00s,Inter-monsoon (Oct - Nov)
7560,2000-11-01,2000,11,Europe,Germany,16171,00s,Inter-monsoon (Oct - Nov)
7561,2000-11-01,2000,11,Europe,France,6041,00s,Inter-monsoon (Oct - Nov)
7562,2000-11-01,2000,11,Europe,Italy,3071,00s,Inter-monsoon (Oct - Nov)
7563,2000-11-01,2000,11,Europe,Netherlands,7156,00s,Inter-monsoon (Oct - Nov)
7564,2000-11-01,2000,11,Europe,Greece,934,00s,Inter-monsoon (Oct - Nov)
7565,2000-11-01,2000,11,Europe,Belgium-luxembourg,2284,00s,Inter-monsoon (Oct - Nov)
7566,2000-11-01,2000,11,Europe,Switzerland,4511,00s,Inter-monsoon (Oct - Nov)
7567,2000-11-01,2000,11,Europe,Austria,1307,00s,Inter-monsoon (Oct - Nov)
7568,2000-11-01,2000,11,Europe,Scandinavia,8538,00s,Inter-monsoon (Oct - Nov)
7569,2000-11-01,2000,11,Europe,CIS & Eastern Europe,4374,00s,Inter-monsoon (Oct - Nov)
7570,2000-11-01,2000,11,Americas,USA,33171,00s,Inter-monsoon (Oct - Nov)
7571,2000-11-01,2000,11,Americas,Canada,6681,00s,Inter-monsoon (Oct - Nov)
7572,2000-11-01,2000,11,Oceania,Australia,42794,00s,Inter-monsoon (Oct - Nov)
7573,2000-11-01,2000,11,Oceania,New Zealand,6859,00s,Inter-monsoon (Oct - Nov)
7575,2000-12-01,2000,12,Asia,Brunei,5877,00s,Northeast Monsoon (Dec-Feb)
7576,2000-12-01,2000,12,Asia,Indonesia,155309,00s,Northeast Monsoon (Dec-Feb)
7577,2000-12-01,2000,12,Asia,Malaysia,58491,00s,Northeast Monsoon (Dec-Feb)
7578,2000-12-01,2000,12,Asia,Philippines,14887,00s,Northeast Monsoon (Dec-Feb)
7579,2000-12-01,2000,12,Asia,Thailand,19493,00s,Northeast Monsoon (Dec-Feb)
7580,2000-12-01,2000,12,Asia,Vietnam,2389,00s,Northeast Monsoon (Dec-Feb)
7581,2000-12-01,2000,12,Asia,Myanmar,2677,00s,Northeast Monsoon (Dec-Feb)
7582,2000-12-01,2000,12,Asia,Japan,73898,00s,Northeast Monsoon (Dec-Feb)
7583,2000-12-01,2000,12,Asia,Hong Kong,22183,00s,Northeast Monsoon (Dec-Feb)
7584,2000-12-01,2000,12,Asia,"China, People's Republic Of",37762,00s,Northeast Monsoon (Dec-Feb)
7585,2000-12-01,2000,12,Asia,Taiwan,19314,00s,Northeast Monsoon (Dec-Feb)
7586,2000-12-01,2000,12,Asia,"Korea, Republic Of",28426,00s,Northeast Monsoon (Dec-Feb)
7587,2000-12-01,2000,12,Asia,India,26818,00s,Northeast Monsoon (Dec-Feb)
7588,2000-12-01,2000,12,Asia,Pakistan,3268,00s,Northeast Monsoon (Dec-Feb)
7589,2000-12-01,2000,12,Asia,"Sri Lanka, Republic Of",6306,00s,Northeast Monsoon (Dec-Feb)
7590,2000-12-01,2000,12,Asia,Saudi Arabia,994,00s,Northeast Monsoon (Dec-Feb)
7591,2000-12-01,2000,12,Asia,Kuwait,231,00s,Northeast Monsoon (Dec-Feb)
7592,2000-12-01,2000,12,Asia,United Arab Emirates,1471,00s,Northeast Monsoon (Dec-Feb)
7593,2000-12-01,2000,12,Europe,United Kingdom,41969,00s,Northeast Monsoon (Dec-Feb)
7594,2000-12-01,2000,12,Europe,Germany,12127,00s,Northeast Monsoon (Dec-Feb)
7595,2000-12-01,2000,12,Europe,France,5425,00s,Northeast Monsoon (Dec-Feb)
7596,2000-12-01,2000,12,Europe,Italy,2697,00s,Northeast Monsoon (Dec-Feb)
7597,2000-12-01,2000,12,Europe,Netherlands,6284,00s,Northeast Monsoon (Dec-Feb)
7598,2000-12-01,2000,12,Europe,Greece,1162,00s,Northeast Monsoon (Dec-Feb)
7599,2000-12-01,2000,12,Europe,Belgium-luxembourg,2200,00s,Northeast Monsoon (Dec-Feb)
7600,2000-12-01,2000,12,Europe,Switzerland,4044,00s,Northeast Monsoon (Dec-Feb)
7601,2000-12-01,2000,12,Europe,Austria,983,00s,Northeast Monsoon (Dec-Feb)
7602,2000-12-01,2000,12,Europe,Scandinavia,8164,00s,Northeast Monsoon (Dec-Feb)
7603,2000-12-01,2000,12,Europe,CIS & Eastern Europe,4187,00s,Northeast Monsoon (Dec-Feb)
7604,2000-12-01,2000,12,Americas,USA,32740,00s,Northeast Monsoon (Dec-Feb)
7605,2000-12-01,2000,12,Americas,Canada,6525,00s,Northeast Monsoon (Dec-Feb)
7606,2000-12-01,2000,12,Oceania,Australia,45258,00s,Northeast Monsoon (Dec-Feb)
7607,2000-12-01,2000,12,Oceania,New Zealand,6576,00s,Northeast Monsoon (Dec-Feb)
7609,2001-01-01,2001,1,Asia,Brunei,3830,00s,Northeast Monsoon (Dec-Feb)
7610,2001-01-01,2001,1,Asia,Indonesia,115824,00s,Northeast Monsoon (Dec-Feb)
7611,2001-01-01,2001,1,Asia,Malaysia,45594,00s,Northeast Monsoon (Dec-Feb)
7612,2001-01-01,2001,1,Asia,Philippines,12562,00s,Northeast Monsoon (Dec-Feb)
7613,2001-01-01,2001,1,Asia,Thailand,17330,00s,Northeast Monsoon (Dec-Feb)
7614,2001-01-01,2001,1,Asia,Vietnam,2629,00s,Northeast Monsoon (Dec-Feb)
7615,2001-01-01,2001,1,Asia,Myanmar,1713,00s,Northeast Monsoon (Dec-Feb)
7616,2001-01-01,2001,1,Asia,Japan,65381,00s,Northeast Monsoon (Dec-Feb)
7617,2001-01-01,2001,1,Asia,Hong Kong,27778,00s,Northeast Monsoon (Dec-Feb)
7618,2001-01-01,2001,1,Asia,"China, People's Republic Of",56460,00s,Northeast Monsoon (Dec-Feb)
7619,2001-01-01,2001,1,Asia,Taiwan,20418,00s,Northeast Monsoon (Dec-Feb)
7620,2001-01-01,2001,1,Asia,"Korea, Republic Of",32727,00s,Northeast Monsoon (Dec-Feb)
7621,2001-01-01,2001,1,Asia,India,23699,00s,Northeast Monsoon (Dec-Feb)
7622,2001-01-01,2001,1,Asia,Pakistan,3123,00s,Northeast Monsoon (Dec-Feb)
7623,2001-01-01,2001,1,Asia,"Sri Lanka, Republic Of",4176,00s,Northeast Monsoon (Dec-Feb)
7624,2001-01-01,2001,1,Asia,Saudi Arabia,1114,00s,Northeast Monsoon (Dec-Feb)
7625,2001-01-01,2001,1,Asia,Kuwait,532,00s,Northeast Monsoon (Dec-Feb)
7626,2001-01-01,2001,1,Asia,United Arab Emirates,1321,00s,Northeast Monsoon (Dec-Feb)
7627,2001-01-01,2001,1,Europe,United Kingdom,45231,00s,Northeast Monsoon (Dec-Feb)
7628,2001-01-01,2001,1,Europe,Germany,12891,00s,Northeast Monsoon (Dec-Feb)
7629,2001-01-01,2001,1,Europe,France,5384,00s,Northeast Monsoon (Dec-Feb)
7630,2001-01-01,2001,1,Europe,Italy,3023,00s,Northeast Monsoon (Dec-Feb)
7631,2001-01-01,2001,1,Europe,Netherlands,6299,00s,Northeast Monsoon (Dec-Feb)
7632,2001-01-01,2001,1,Europe,Greece,1079,00s,Northeast Monsoon (Dec-Feb)
7633,2001-01-01,2001,1,Europe,Belgium-luxembourg,1740,00s,Northeast Monsoon (Dec-Feb)
7634,2001-01-01,2001,1,Europe,Switzerland,4065,00s,Northeast Monsoon (Dec-Feb)
7635,2001-01-01,2001,1,Europe,Austria,1241,00s,Northeast Monsoon (Dec-Feb)
7636,2001-01-01,2001,1,Europe,Scandinavia,8790,00s,Northeast Monsoon (Dec-Feb)
7637,2001-01-01,2001,1,Europe,CIS & Eastern Europe,5947,00s,Northeast Monsoon (Dec-Feb)
7638,2001-01-01,2001,1,Americas,USA,33297,00s,Northeast Monsoon (Dec-Feb)
7639,2001-01-01,2001,1,Americas,Canada,7071,00s,Northeast Monsoon (Dec-Feb)
7640,2001-01-01,2001,1,Oceania,Australia,50416,00s,Northeast Monsoon (Dec-Feb)
7641,2001-01-01,2001,1,Oceania,New Zealand,7220,00s,Northeast Monsoon (Dec-Feb)
7643,2001-02-01,2001,2,Asia,Brunei,4373,00s,Northeast Monsoon (Dec-Feb)
7644,2001-02-01,2001,2,Asia,Indonesia,94251,00s,Northeast Monsoon (Dec-Feb)
7645,2001-02-01,2001,2,Asia,Malaysia,40761,00s,Northeast Monsoon (Dec-Feb)
7646,2001-02-01,2001,2,Asia,Philippines,14196,00s,Northeast Monsoon (Dec-Feb)
7647,2001-02-01,2001,2,Asia,Thailand,18039,00s,Northeast Monsoon (Dec-Feb)
7648,2001-02-01,2001,2,Asia,Vietnam,2211,00s,Northeast Monsoon (Dec-Feb)
7649,2001-02-01,2001,2,Asia,Myanmar,1639,00s,Northeast Monsoon (Dec-Feb)
7650,2001-02-01,2001,2,Asia,Japan,72335,00s,Northeast Monsoon (Dec-Feb)
7651,2001-02-01,2001,2,Asia,Hong Kong,18442,00s,Northeast Monsoon (Dec-Feb)
7652,2001-02-01,2001,2,Asia,"China, People's Republic Of",36157,00s,Northeast Monsoon (Dec-Feb)
7653,2001-02-01,2001,2,Asia,Taiwan,20078,00s,Northeast Monsoon (Dec-Feb)
7654,2001-02-01,2001,2,Asia,"Korea, Republic Of",32777,00s,Northeast Monsoon (Dec-Feb)
7655,2001-02-01,2001,2,Asia,India,23975,00s,Northeast Monsoon (Dec-Feb)
7656,2001-02-01,2001,2,Asia,Pakistan,3688,00s,Northeast Monsoon (Dec-Feb)
7657,2001-02-01,2001,2,Asia,"Sri Lanka, Republic Of",4370,00s,Northeast Monsoon (Dec-Feb)
7658,2001-02-01,2001,2,Asia,Saudi Arabia,839,00s,Northeast Monsoon (Dec-Feb)
7659,2001-02-01,2001,2,Asia,Kuwait,345,00s,Northeast Monsoon (Dec-Feb)
7660,2001-02-01,2001,2,Asia,United Arab Emirates,1076,00s,Northeast Monsoon (Dec-Feb)
7661,2001-02-01,2001,2,Europe,United Kingdom,44240,00s,Northeast Monsoon (Dec-Feb)
7662,2001-02-01,2001,2,Europe,Germany,15611,00s,Northeast Monsoon (Dec-Feb)
7663,2001-02-01,2001,2,Europe,France,6564,00s,Northeast Monsoon (Dec-Feb)
7664,2001-02-01,2001,2,Europe,Italy,3338,00s,Northeast Monsoon (Dec-Feb)
7665,2001-02-01,2001,2,Europe,Netherlands,6395,00s,Northeast Monsoon (Dec-Feb)
7666,2001-02-01,2001,2,Europe,Greece,783,00s,Northeast Monsoon (Dec-Feb)
7667,2001-02-01,2001,2,Europe,Belgium-luxembourg,1950,00s,Northeast Monsoon (Dec-Feb)
7668,2001-02-01,2001,2,Europe,Switzerland,4248,00s,Northeast Monsoon (Dec-Feb)
7669,2001-02-01,2001,2,Europe,Austria,1308,00s,Northeast Monsoon (Dec-Feb)
7670,2001-02-01,2001,2,Europe,Scandinavia,9166,00s,Northeast Monsoon (Dec-Feb)
7671,2001-02-01,2001,2,Europe,CIS & Eastern Europe,4267,00s,Northeast Monsoon (Dec-Feb)
7672,2001-02-01,2001,2,Americas,USA,31381,00s,Northeast Monsoon (Dec-Feb)
7673,2001-02-01,2001,2,Americas,Canada,6815,00s,Northeast Monsoon (Dec-Feb)
7674,2001-02-01,2001,2,Oceania,Australia,36260,00s,Northeast Monsoon (Dec-Feb)
7675,2001-02-01,2001,2,Oceania,New Zealand,5227,00s,Northeast Monsoon (Dec-Feb)
7677,2001-03-01,2001,3,Asia,Brunei,4668,00s,Inter-monsoon (Mar-May)
7678,2001-03-01,2001,3,Asia,Indonesia,110821,00s,Inter-monsoon (Mar-May)
7679,2001-03-01,2001,3,Asia,Malaysia,47514,00s,Inter-monsoon (Mar-May)
7680,2001-03-01,2001,3,Asia,Philippines,17002,00s,Inter-monsoon (Mar-May)
7681,2001-03-01,2001,3,Asia,Thailand,22656,00s,Inter-monsoon (Mar-May)
7682,2001-03-01,2001,3,Asia,Vietnam,2490,00s,Inter-monsoon (Mar-May)
7683,2001-03-01,2001,3,Asia,Myanmar,1808,00s,Inter-monsoon (Mar-May)
7684,2001-03-01,2001,3,Asia,Japan,85655,00s,Inter-monsoon (Mar-May)
7685,2001-03-01,2001,3,Asia,Hong Kong,27025,00s,Inter-monsoon (Mar-May)
7686,2001-03-01,2001,3,Asia,"China, People's Republic Of",30320,00s,Inter-monsoon (Mar-May)
7687,2001-03-01,2001,3,Asia,Taiwan,16438,00s,Inter-monsoon (Mar-May)
7688,2001-03-01,2001,3,Asia,"Korea, Republic Of",32441,00s,Inter-monsoon (Mar-May)
7689,2001-03-01,2001,3,Asia,India,27300,00s,Inter-monsoon (Mar-May)
7690,2001-03-01,2001,3,Asia,Pakistan,3861,00s,Inter-monsoon (Mar-May)
7691,2001-03-01,2001,3,Asia,"Sri Lanka, Republic Of",4970,00s,Inter-monsoon (Mar-May)
7692,2001-03-01,2001,3,Asia,Saudi Arabia,1440,00s,Inter-monsoon (Mar-May)
7693,2001-03-01,2001,3,Asia,Kuwait,469,00s,Inter-monsoon (Mar-May)
7694,2001-03-01,2001,3,Asia,United Arab Emirates,1647,00s,Inter-monsoon (Mar-May)
7695,2001-03-01,2001,3,Europe,United Kingdom,49496,00s,Inter-monsoon (Mar-May)
7696,2001-03-01,2001,3,Europe,Germany,18041,00s,Inter-monsoon (Mar-May)
7697,2001-03-01,2001,3,Europe,France,6353,00s,Inter-monsoon (Mar-May)
7698,2001-03-01,2001,3,Europe,Italy,2930,00s,Inter-monsoon (Mar-May)
7699,2001-03-01,2001,3,Europe,Netherlands,6978,00s,Inter-monsoon (Mar-May)
7700,2001-03-01,2001,3,Europe,Greece,764,00s,Inter-monsoon (Mar-May)
7701,2001-03-01,2001,3,Europe,Belgium-luxembourg,2088,00s,Inter-monsoon (Mar-May)
7702,2001-03-01,2001,3,Europe,Switzerland,4061,00s,Inter-monsoon (Mar-May)
7703,2001-03-01,2001,3,Europe,Austria,1407,00s,Inter-monsoon (Mar-May)
7704,2001-03-01,2001,3,Europe,Scandinavia,9359,00s,Inter-monsoon (Mar-May)
7705,2001-03-01,2001,3,Europe,CIS & Eastern Europe,4361,00s,Inter-monsoon (Mar-May)
7706,2001-03-01,2001,3,Americas,USA,35194,00s,Inter-monsoon (Mar-May)
7707,2001-03-01,2001,3,Americas,Canada,7461,00s,Inter-monsoon (Mar-May)
7708,2001-03-01,2001,3,Oceania,Australia,41910,00s,Inter-monsoon (Mar-May)
7709,2001-03-01,2001,3,Oceania,New Zealand,5854,00s,Inter-monsoon (Mar-May)
7711,2001-04-01,2001,4,Asia,Brunei,6392,00s,Inter-monsoon (Mar-May)
7712,2001-04-01,2001,4,Asia,Indonesia,94613,00s,Inter-monsoon (Mar-May)
7713,2001-04-01,2001,4,Asia,Malaysia,45923,00s,Inter-monsoon (Mar-May)
7714,2001-04-01,2001,4,Asia,Philippines,21009,00s,Inter-monsoon (Mar-May)
7715,2001-04-01,2001,4,Asia,Thailand,27816,00s,Inter-monsoon (Mar-May)
7716,2001-04-01,2001,4,Asia,Vietnam,2684,00s,Inter-monsoon (Mar-May)
7717,2001-04-01,2001,4,Asia,Myanmar,2211,00s,Inter-monsoon (Mar-May)
7718,2001-04-01,2001,4,Asia,Japan,58348,00s,Inter-monsoon (Mar-May)
7719,2001-04-01,2001,4,Asia,Hong Kong,25816,00s,Inter-monsoon (Mar-May)
7720,2001-04-01,2001,4,Asia,"China, People's Republic Of",37542,00s,Inter-monsoon (Mar-May)
7721,2001-04-01,2001,4,Asia,Taiwan,19756,00s,Inter-monsoon (Mar-May)
7722,2001-04-01,2001,4,Asia,"Korea, Republic Of",30150,00s,Inter-monsoon (Mar-May)
7723,2001-04-01,2001,4,Asia,India,28454,00s,Inter-monsoon (Mar-May)
7724,2001-04-01,2001,4,Asia,Pakistan,4173,00s,Inter-monsoon (Mar-May)
7725,2001-04-01,2001,4,Asia,"Sri Lanka, Republic Of",6058,00s,Inter-monsoon (Mar-May)
7726,2001-04-01,2001,4,Asia,Saudi Arabia,850,00s,Inter-monsoon (Mar-May)
7727,2001-04-01,2001,4,Asia,Kuwait,209,00s,Inter-monsoon (Mar-May)
7728,2001-04-01,2001,4,Asia,United Arab Emirates,1434,00s,Inter-monsoon (Mar-May)
7729,2001-04-01,2001,4,Europe,United Kingdom,40964,00s,Inter-monsoon (Mar-May)
7730,2001-04-01,2001,4,Europe,Germany,15126,00s,Inter-monsoon (Mar-May)
7731,2001-04-01,2001,4,Europe,France,6434,00s,Inter-monsoon (Mar-May)
7732,2001-04-01,2001,4,Europe,Italy,2316,00s,Inter-monsoon (Mar-May)
7733,2001-04-01,2001,4,Europe,Netherlands,5334,00s,Inter-monsoon (Mar-May)
7734,2001-04-01,2001,4,Europe,Greece,687,00s,Inter-monsoon (Mar-May)
7735,2001-04-01,2001,4,Europe,Belgium-luxembourg,1793,00s,Inter-monsoon (Mar-May)
7736,2001-04-01,2001,4,Europe,Switzerland,4020,00s,Inter-monsoon (Mar-May)
7737,2001-04-01,2001,4,Europe,Austria,1081,00s,Inter-monsoon (Mar-May)
7738,2001-04-01,2001,4,Europe,Scandinavia,7475,00s,Inter-monsoon (Mar-May)
7739,2001-04-01,2001,4,Europe,CIS & Eastern Europe,3647,00s,Inter-monsoon (Mar-May)
7740,2001-04-01,2001,4,Americas,USA,27734,00s,Inter-monsoon (Mar-May)
7741,2001-04-01,2001,4,Americas,Canada,5537,00s,Inter-monsoon (Mar-May)
7742,2001-04-01,2001,4,Oceania,Australia,45145,00s,Inter-monsoon (Mar-May)
7743,2001-04-01,2001,4,Oceania,New Zealand,7561,00s,Inter-monsoon (Mar-May)
7745,2001-05-01,2001,5,Asia,Brunei,4867,00s,Inter-monsoon (Mar-May)
7746,2001-05-01,2001,5,Asia,Indonesia,99026,00s,Inter-monsoon (Mar-May)
7747,2001-05-01,2001,5,Asia,Malaysia,53572,00s,Inter-monsoon (Mar-May)
7748,2001-05-01,2001,5,Asia,Philippines,19195,00s,Inter-monsoon (Mar-May)
7749,2001-05-01,2001,5,Asia,Thailand,25807,00s,Inter-monsoon (Mar-May)
7750,2001-05-01,2001,5,Asia,Vietnam,2340,00s,Inter-monsoon (Mar-May)
7751,2001-05-01,2001,5,Asia,Myanmar,1595,00s,Inter-monsoon (Mar-May)
7752,2001-05-01,2001,5,Asia,Japan,58984,00s,Inter-monsoon (Mar-May)
7753,2001-05-01,2001,5,Asia,Hong Kong,19806,00s,Inter-monsoon (Mar-May)
7754,2001-05-01,2001,5,Asia,"China, People's Republic Of",41999,00s,Inter-monsoon (Mar-May)
7755,2001-05-01,2001,5,Asia,Taiwan,16381,00s,Inter-monsoon (Mar-May)
7756,2001-05-01,2001,5,Asia,"Korea, Republic Of",28842,00s,Inter-monsoon (Mar-May)
7757,2001-05-01,2001,5,Asia,India,41233,00s,Inter-monsoon (Mar-May)
7758,2001-05-01,2001,5,Asia,Pakistan,3991,00s,Inter-monsoon (Mar-May)
7759,2001-05-01,2001,5,Asia,"Sri Lanka, Republic Of",4826,00s,Inter-monsoon (Mar-May)
7760,2001-05-01,2001,5,Asia,Saudi Arabia,1007,00s,Inter-monsoon (Mar-May)
7761,2001-05-01,2001,5,Asia,Kuwait,256,00s,Inter-monsoon (Mar-May)
7762,2001-05-01,2001,5,Asia,United Arab Emirates,1283,00s,Inter-monsoon (Mar-May)
7763,2001-05-01,2001,5,Europe,United Kingdom,28245,00s,Inter-monsoon (Mar-May)
7764,2001-05-01,2001,5,Europe,Germany,13585,00s,Inter-monsoon (Mar-May)
7765,2001-05-01,2001,5,Europe,France,5746,00s,Inter-monsoon (Mar-May)
7766,2001-05-01,2001,5,Europe,Italy,2294,00s,Inter-monsoon (Mar-May)
